OrderID,Date,Region,Product,Category,Units_Sold,Unit_Price,COGS,Profit
434,2024-01-13,West,Shoes,Fashion,13,52199,32736,253019
435,2024-11-09,South,T-shirt,Fashion,58,36351,25803,611784
436,2024-01-20,South,Shoes,Fashion,79,37251,35373,148362
437,2024-07-04,North,Belt,Accessories,8,10096,8841,10040
438,2024-08-14,West,Clock,Home Decor,30,2328,1487,25230
439,2024-02-07,South,Camera,Electronics,50,39159,26584,628750
440,2024-09-29,West,Camera,Electronics,75,3063,2438,46875
441,2024-07-04,West,Sunglasses,Accessories,59,7143,4460,158297
442,2024-06-07,East,T-shirt,Fashion,64,29231,17977,720256
443,2024-05-31,South,Tablet,Electronics,113,1041,628,46669
444,2024-12-21,East,Cap,Fashion,68,10758,10227,36108
445,2024-07-01,South,Headphones,Electronics,117,59050,48230,1265940
446,2024-09-07,North,Jacket,Fashion,96,27886,18268,923328
447,2024-04-27,West,Watch,Accessories,49,12948,10400,124852
448,2024-08-27,West,Jacket,Fashion,51,18894,18396,25398
449,2024-12-24,East,Jacket,Fashion,13,46157,42586,46423
450,2024-03-01,West,Laptop,Electronics,14,35365,30197,72352
451,2024-09-10,South,Watch,Accessories,113,36025,32005,454260
452,2024-09-01,East,Sunglasses,Accessories,23,18333,17687,14858
453,2024-03-09,East,T-shirt,Fashion,97,8499,6443,199432
454,2024-03-14,North,Lamp,Home Decor,68,56056,45361,727260
455,2024-05-05,West,T-shirt,Fashion,107,57114,51909,556935
456,2024-11-08,West,Watch,Accessories,104,43321,29728,1413672
457,2024-07-06,West,Jacket,Fashion,61,8210,6491,104859
458,2024-07-31,West,Lamp,Home Decor,34,1931,1214,24378
459,2024-06-11,East,Jacket,Fashion,59,20175,19806,21771
460,2024-06-30,West,Clock,Home Decor,99,10333,6433,386100
461,2024-10-27,North,Headphones,Electronics,104,59563,56820,285272
462,2024-01-21,East,T-shirt,Fashion,72,17573,13473,295200
463,2024-09-04,West,Bag,Accessories,79,1671,1100,45109
464,2024-06-02,South,Sunglasses,Accessories,112,37227,23944,1487696
465,2024-11-09,North,Shoes,Fashion,25,28728,24958,94250
466,2024-10-31,West,Cap,Fashion,23,58214,35754,516580
467,2024-06-09,North,Headphones,Electronics,54,29800,21825,430650
468,2024-11-22,North,Bag,Accessories,90,19946,17510,219240
469,2024-12-19,North,Camera,Electronics,32,23981,21791,70080
470,2024-04-07,North,Laptop,Electronics,74,51169,38584,931290
471,2024-12-06,South,Shoes,Fashion,9,18421,12156,56385
472,2024-11-25,South,Lamp,Home Decor,102,11907,7277,472260
473,2024-10-20,West,Headphones,Electronics,64,5166,3393,113472
474,2024-02-18,East,Belt,Accessories,68,43539,30620,878492
475,2024-08-01,South,Jacket,Fashion,19,7019,4659,44840
476,2024-09-26,West,Wallet,Accessories,31,57200,50277,214613
477,2024-03-06,South,Jacket,Fashion,29,22763,18693,118030
478,2024-02-11,North,Curtains,Home Decor,103,21753,14909,704932
479,2024-07-15,East,Bag,Accessories,55,29950,27299,145805
480,2024-10-23,West,Clock,Home Decor,40,58328,50989,293560
481,2024-08-25,East,Watch,Accessories,108,14021,9358,503604
482,2024-09-19,South,Jacket,Fashion,84,7030,6672,30072
483,2024-02-09,East,Bag,Accessories,106,44436,43724,75472
484,2024-04-16,West,Curtains,Home Decor,105,2807,1718,114345
485,2024-05-16,West,Jeans,Fashion,16,15649,11591,64928
486,2024-04-18,East,Lamp,Home Decor,25,50321,48938,34575
487,2024-02-28,East,Clock,Home Decor,31,8504,6844,51460
488,2024-10-07,West,Watch,Accessories,24,24717,17829,165312
489,2024-09-21,West,Sunglasses,Accessories,106,30629,29884,78970
490,2024-12-29,West,Wallet,Accessories,112,19388,16516,321664
491,2024-05-10,South,Clock,Home Decor,80,13263,11342,153680
492,2024-09-04,West,Cap,Fashion,94,25265,15993,871568
493,2024-02-10,South,Wallet,Accessories,55,13730,9197,249315
494,2024-10-05,North,Jeans,Fashion,52,42355,26234,838292
495,2024-05-18,West,Camera,Electronics,98,41218,31996,903756
496,2024-09-28,North,Headphones,Electronics,38,1589,1007,22116
497,2024-07-19,East,Curtains,Home Decor,24,29295,23051,149856
498,2024-10-29,West,Vase,Home Decor,42,47746,43018,198576
499,2024-10-28,North,Watch,Accessories,18,55767,38824,304974
500,2024-09-08,East,Laptop,Electronics,81,57026,46477,854469
